mereni_id,sensor_id,casova_znamka,hodnota,jednotka
6542,18,2025-04-04 23:15:36,20.0,%
3368,10,2025-03-16 07:15:36,68.97,dB
6576,18,2025-04-06 09:15:36,88.97,%
82,1,2025-03-19 13:15:36,1000.0,lux
6729,19,2025-03-22 10:15:36,835.53,lux
1193,4,2025-03-20 10:15:36,31.64,°C
2775,8,2025-04-01 08:15:36,28.53,°C
1364,4,2025-04-03 21:15:36,16.18,°C
2475,7,2025-04-04 04:15:36,38.64,%
2813,8,2025-04-02 22:15:36,19.18,°C
3379,10,2025-03-17 16:15:36,78.79,dB
3102,9,2025-03-29 01:15:36,463.81,ppm
1186,4,2025-03-19 13:15:36,35.0,°C
5726,16,2025-04-01 15:15:36,28.18,°C
6241,17,2025-04-07 18:15:36,24.46,°C
1697,5,2025-04-02 10:15:36,1703.48,ppm
1579,5,2025-03-22 16:15:36,1482.47,ppm
5246,15,2025-03-21 01:15:36,15.32,°C
3899,11,2025-04-02 04:15:36,834.35,ppm
4544,13,2025-03-25 07:15:36,60.23,%
1427,4,2025-04-06 12:15:36,35.0,°C
2393,7,2025-03-31 18:15:36,46.77,%
3858,11,2025-03-31 11:15:36,2000.0,ppm
943,3,2025-04-01 16:15:36,77.21,%
4648,13,2025-04-02 17:15:36,63.84,%
7338,20,2025-04-07 11:15:36,1629.92,ppm
3415,10,2025-03-22 04:15:36,42.52,dB
6337,18,2025-03-19 10:15:36,90.0,%
111,1,2025-03-23 04:15:36,202.03,lux
1777,5,2025-04-05 18:15:36,1126.59,ppm
260,1,2025-04-03 21:15:36,157.79,lux
3238,9,2025-04-05 07:15:36,1230.48,ppm
1184,4,2025-03-19 07:15:36,23.26,°C
6057,17,2025-03-30 10:15:36,33.91,°C
7143,20,2025-03-28 04:15:36,802.74,ppm
4009,11,2025-04-06 18:15:36,1141.41,ppm
4475,13,2025-03-16 16:15:36,78.63,%
1750,5,2025-04-04 15:15:36,1942.44,ppm
3183,9,2025-04-03 00:15:36,400.0,ppm
5280,15,2025-03-25 07:15:36,27.81,°C
412,2,2025-03-14 19:15:36,19.89,°C
5882,16,2025-04-08 03:15:36,20.43,°C
7023,20,2025-03-13 04:15:36,755.46,ppm
851,3,2025-03-23 16:15:36,67.98,%
4357,12,2025-04-05 22:15:36,518.69,ppm
748,3,2025-03-10 19:15:36,42.47,%
6661,19,2025-03-13 22:15:36,72.57,lux
6640,19,2025-03-11 07:15:36,626.8,lux
7160,20,2025-03-30 07:15:36,1350.34,ppm
4926,14,2025-03-27 01:15:36,16.18,lux
5473,15,2025-04-06 10:15:36,32.4,°C
1332,4,2025-04-02 13:15:36,35.0,°C
1961,6,2025-03-24 10:15:36,33.48,°C
5747,16,2025-04-02 12:15:36,33.66,°C
684,2,2025-04-06 05:15:36,23.51,°C
6445,18,2025-03-31 22:15:36,26.63,%
5962,17,2025-03-18 13:15:36,35.0,°C
3879,11,2025-04-01 08:15:36,1354.77,ppm
2809,8,2025-04-02 18:15:36,27.29,°C
2556,7,2025-04-07 13:15:36,90.0,%
3728,11,2025-03-15 07:15:36,1557.58,ppm
4814,14,2025-03-13 01:15:36,15.67,lux
3935,11,2025-04-03 16:15:36,1609.61,ppm
2222,7,2025-03-11 01:15:36,20.0,%
3026,9,2025-03-19 13:15:36,1896.1,ppm
6167,17,2025-04-04 16:15:36,33.41,°C
1647,5,2025-03-31 04:15:36,785.03,ppm
4134,12,2025-03-20 01:15:36,481.6,ppm
2817,8,2025-04-03 02:15:36,17.13,°C
5533,16,2025-03-10 22:15:36,18.49,°C
6248,17,2025-04-08 01:15:36,16.33,°C
4825,14,2025-03-14 10:15:36,927.17,lux
1675,5,2025-04-01 12:15:36,2000.0,ppm
1025,3,2025-04-05 02:15:36,28.95,%
3377,10,2025-03-17 10:15:36,83.57,dB
6827,19,2025-04-01 12:15:36,850.45,lux
5562,16,2025-03-14 13:15:36,34.57,°C
3138,9,2025-04-01 03:15:36,569.54,ppm
599,2,2025-04-02 16:15:36,28.67,°C
4609,13,2025-04-01 02:15:36,26.38,%
6269,18,2025-03-10 22:15:36,27.08,%
5812,16,2025-04-05 05:15:36,25.64,°C
3170,9,2025-04-02 11:15:36,1890.68,ppm
2543,7,2025-04-07 00:15:36,20.0,%
4643,13,2025-04-02 12:15:36,87.97,%
6437,18,2025-03-31 14:15:36,73.83,%
6993,20,2025-03-09 10:15:36,2000.0,ppm
6960,19,2025-04-07 01:15:36,17.2,lux
6922,19,2025-04-05 11:15:36,920.95,lux
6199,17,2025-04-06 00:15:36,15.0,°C
5866,16,2025-04-07 11:15:36,32.58,°C
3390,10,2025-03-19 01:15:36,31.45,dB
3218,9,2025-04-04 11:15:36,1869.28,ppm
4953,14,2025-03-30 10:15:36,1000.0,lux
6744,19,2025-03-24 07:15:36,535.47,lux
3159,9,2025-04-02 00:15:36,453.15,ppm
2427,7,2025-04-02 04:15:36,39.65,%
6631,19,2025-03-10 04:15:36,210.8,lux
1665,5,2025-04-01 02:15:36,572.96,ppm
6901,19,2025-04-04 14:15:36,1000.0,lux
308,1,2025-04-05 21:15:36,137.78,lux
2517,7,2025-04-05 22:15:36,24.9,%
3299,9,2025-04-07 20:15:36,707.73,ppm
6847,19,2025-04-02 08:15:36,756.9,lux
6691,19,2025-03-17 16:15:36,785.49,lux
4500,13,2025-03-19 19:15:36,40.46,%
3370,10,2025-03-16 13:15:36,90.0,dB
3950,11,2025-04-04 07:15:36,1227.09,ppm
2766,8,2025-03-31 23:15:36,16.6,°C
1651,5,2025-03-31 12:15:36,2000.0,ppm
6704,19,2025-03-19 07:15:36,541.31,lux
2045,6,2025-04-01 14:15:36,30.89,°C
3358,10,2025-03-15 01:15:36,30.0,dB
4766,13,2025-04-07 15:15:36,81.74,%
1809,5,2025-04-07 02:15:36,426.98,ppm
4165,12,2025-03-23 22:15:36,485.23,ppm
612,2,2025-04-03 05:15:36,22.29,°C
5907,17,2025-03-11 16:15:36,29.47,°C
5133,14,2025-04-07 14:15:36,969.65,lux
6446,18,2025-03-31 23:15:36,20.0,%
4460,13,2025-03-14 19:15:36,48.98,%
938,3,2025-04-01 11:15:36,90.0,%
5870,16,2025-04-07 15:15:36,30.83,°C
848,3,2025-03-23 07:15:36,79.79,%
2095,6,2025-04-03 16:15:36,33.12,°C
5980,17,2025-03-20 19:15:36,23.5,°C
6803,19,2025-03-31 12:15:36,764.95,lux
4886,14,2025-03-22 01:15:36,16.23,lux
1688,5,2025-04-02 01:15:36,435.85,ppm
444,2,2025-03-18 19:15:36,22.21,°C
4456,13,2025-03-14 07:15:36,65.91,%
3573,10,2025-04-03 22:15:36,35.11,dB
4036,11,2025-04-07 21:15:36,695.0,ppm
1581,5,2025-03-22 22:15:36,517.35,ppm
2146,6,2025-04-05 19:15:36,25.75,°C
3123,9,2025-03-31 12:15:36,2000.0,ppm
143,1,2025-03-27 04:15:36,209.81,lux
844,3,2025-03-22 19:15:36,47.7,%
1424,4,2025-04-06 09:15:36,29.38,°C
6621,18,2025-04-08 06:15:36,41.92,%
3489,10,2025-03-31 10:15:36,78.03,dB
5191,15,2025-03-14 04:15:36,18.73,°C
4313,12,2025-04-04 02:15:36,532.27,ppm
1639,5,2025-03-30 04:15:36,965.0,ppm
6832,19,2025-04-01 17:15:36,582.16,lux
4317,12,2025-04-04 06:15:36,1064.7,ppm
2942,8,2025-04-08 07:15:36,26.3,°C
3306,9,2025-04-08 03:15:36,701.64,ppm
5600,16,2025-03-19 07:15:36,28.85,°C
1935,6,2025-03-21 04:15:36,25.29,°C
2656,8,2025-03-19 07:15:36,29.95,°C
2358,7,2025-03-28 01:15:36,21.5,%
16,1,2025-03-11 07:15:36,594.02,lux
1853,6,2025-03-10 22:15:36,15.0,°C
2324,7,2025-03-23 19:15:36,53.63,%
118,1,2025-03-24 01:15:36,15.05,lux
4650,13,2025-04-02 19:15:36,44.89,%
1049,3,2025-04-06 02:15:36,28.33,%
5193,15,2025-03-14 10:15:36,35.0,°C
5797,16,2025-04-04 14:15:36,35.0,°C
2457,7,2025-04-03 10:15:36,80.36,%
5345,15,2025-04-01 02:15:36,15.8,°C
2524,7,2025-04-06 05:15:36,44.5,%
5721,16,2025-04-01 10:15:36,32.2,°C
4857,14,2025-03-18 10:15:36,1000.0,lux
4588,13,2025-03-30 19:15:36,50.16,%
6047,17,2025-03-29 04:15:36,20.0,°C
4450,13,2025-03-13 13:15:36,90.0,%
5789,16,2025-04-04 06:15:36,20.63,°C
4329,12,2025-04-04 18:15:36,1403.93,ppm
3894,11,2025-04-01 23:15:36,400.0,ppm
4332,12,2025-04-04 21:15:36,561.13,ppm
2627,8,2025-03-15 16:15:36,34.21,°C
2470,7,2025-04-03 23:15:36,20.75,%
5135,14,2025-04-07 16:15:36,631.33,lux
4617,13,2025-04-01 10:15:36,90.0,%
2924,8,2025-04-07 13:15:36,34.44,°C
1610,5,2025-03-26 13:15:36,1922.96,ppm
2420,7,2025-04-01 21:15:36,26.24,%
1477,5,2025-03-09 22:15:36,501.05,ppm
2513,7,2025-04-05 18:15:36,58.02,%
438,2,2025-03-18 01:15:36,15.0,°C
2607,8,2025-03-13 04:15:36,18.79,°C
2303,7,2025-03-21 04:15:36,36.06,%
5304,15,2025-03-28 07:15:36,29.12,°C
2055,6,2025-04-02 00:15:36,15.0,°C
4848,14,2025-03-17 07:15:36,596.08,lux
7274,20,2025-04-04 19:15:36,970.52,ppm
3021,9,2025-03-18 22:15:36,568.05,ppm
4768,13,2025-04-07 17:15:36,62.44,%
2119,6,2025-04-04 16:15:36,22.31,°C
4242,12,2025-04-01 03:15:36,690.9,ppm
3632,10,2025-04-06 09:15:36,76.06,dB
5523,16,2025-03-09 16:15:36,32.26,°C
4632,13,2025-04-02 01:15:36,20.05,%
1206,4,2025-03-22 01:15:36,15.4,°C
685,2,2025-04-06 06:15:36,21.94,°C
3749,11,2025-03-17 22:15:36,579.65,ppm
6230,17,2025-04-07 07:15:36,25.85,°C
3817,11,2025-03-26 10:15:36,1820.36,ppm
3998,11,2025-04-06 07:15:36,1361.99,ppm
981,3,2025-04-03 06:15:36,59.32,%
501,2,2025-03-25 22:15:36,17.85,°C
6949,19,2025-04-06 14:15:36,898.7,lux
5298,15,2025-03-27 13:15:36,35.0,°C
3549,10,2025-04-02 22:15:36,30.24,dB
1781,5,2025-04-05 22:15:36,435.85,ppm
5450,15,2025-04-05 11:15:36,29.78,°C
5932,17,2025-03-14 19:15:36,20.63,°C
3726,11,2025-03-15 01:15:36,452.16,ppm
4059,12,2025-03-10 16:15:36,1753.92,ppm
1241,4,2025-03-26 10:15:36,32.38,°C
953,3,2025-04-02 02:15:36,21.6,%
7315,20,2025-04-06 12:15:36,1776.41,ppm
292,1,2025-04-05 05:15:36,352.32,lux
6479,18,2025-04-02 08:15:36,70.73,%
4318,12,2025-04-04 07:15:36,1565.76,ppm
5833,16,2025-04-06 02:15:36,15.0,°C
4161,12,2025-03-23 10:15:36,1895.25,ppm
410,2,2025-03-14 13:15:36,35.0,°C
4694,13,2025-04-04 15:15:36,83.95,%
561,2,2025-04-01 02:15:36,16.81,°C
5820,16,2025-04-05 13:15:36,33.74,°C
3409,10,2025-03-21 10:15:36,84.07,dB
5071,14,2025-04-05 00:15:36,0.0,lux
5548,16,2025-03-12 19:15:36,23.46,°C
1531,5,2025-03-16 16:15:36,1622.54,ppm
4559,13,2025-03-27 04:15:36,35.48,%
4330,12,2025-04-04 19:15:36,953.05,ppm
3529,10,2025-04-02 02:15:36,30.0,dB
3117,9,2025-03-30 22:15:36,497.33,ppm
3040,9,2025-03-21 07:15:36,1377.98,ppm
1909,6,2025-03-17 22:15:36,15.0,°C
380,2,2025-03-10 19:15:36,20.6,°C
6028,17,2025-03-26 19:15:36,19.04,°C
4432,13,2025-03-11 07:15:36,49.77,%
4992,14,2025-04-01 17:15:36,672.41,lux
6349,18,2025-03-20 22:15:36,21.8,%
2637,8,2025-03-16 22:15:36,16.65,°C
7248,20,2025-04-03 17:15:36,1409.17,ppm
3985,11,2025-04-05 18:15:36,1229.15,ppm
4820,14,2025-03-13 19:15:36,360.23,lux
532,2,2025-03-29 19:15:36,18.69,°C
1916,6,2025-03-18 19:15:36,21.2,°C
3663,10,2025-04-07 16:15:36,77.8,dB
4898,14,2025-03-23 13:15:36,872.87,lux
5929,17,2025-03-14 10:15:36,35.0,°C
5,1,2025-03-09 22:15:36,65.42,lux
4631,13,2025-04-02 00:15:36,20.0,%
2178,6,2025-04-07 03:15:36,18.26,°C
2089,6,2025-04-03 10:15:36,32.13,°C
960,3,2025-04-02 09:15:36,83.32,%
1827,5,2025-04-07 20:15:36,712.77,ppm
2991,9,2025-03-15 04:15:36,921.31,ppm
1717,5,2025-04-03 06:15:36,1239.84,ppm
1127,4,2025-03-12 04:15:36,20.61,°C
2857,8,2025-04-04 18:15:36,23.21,°C
3708,11,2025-03-12 19:15:36,1127.21,ppm
2460,7,2025-04-03 13:15:36,90.0,%
5369,15,2025-04-02 02:15:36,15.54,°C
3478,10,2025-03-30 01:15:36,30.0,dB
6303,18,2025-03-15 04:15:36,41.1,%
1381,4,2025-04-04 14:15:36,35.0,°C
3162,9,2025-04-02 03:15:36,663.23,ppm
24,1,2025-03-12 07:15:36,539.73,lux
5088,14,2025-04-05 17:15:36,661.2,lux
3375,10,2025-03-17 04:15:36,37.43,dB
153,1,2025-03-28 10:15:36,869.57,lux
4510,13,2025-03-21 01:15:36,21.05,%
996,3,2025-04-03 21:15:36,29.4,%
4133,12,2025-03-19 22:15:36,561.47,ppm
2122,6,2025-04-04 19:15:36,24.17,°C
7109,20,2025-03-23 22:15:36,400.0,ppm
6145,17,2025-04-03 18:15:36,26.48,°C
7153,20,2025-03-29 10:15:36,1726.88,ppm
4872,14,2025-03-20 07:15:36,715.02,lux
4539,13,2025-03-24 16:15:36,70.91,%
3188,9,2025-04-03 05:15:36,1081.68,ppm
5567,16,2025-03-15 04:15:36,22.18,°C
1195,4,2025-03-20 16:15:36,25.22,°C
1696,5,2025-04-02 09:15:36,2000.0,ppm
3470,10,2025-03-29 01:15:36,30.34,dB
3630,10,2025-04-06 07:15:36,63.48,dB
4320,12,2025-04-04 09:15:36,1706.26,ppm
6893,19,2025-04-04 06:15:36,437.78,lux
1627,5,2025-03-28 16:15:36,1528.43,ppm
3374,10,2025-03-17 01:15:36,36.63,dB
1237,4,2025-03-25 22:15:36,19.08,°C
4575,13,2025-03-29 04:15:36,34.69,%
2762,8,2025-03-31 19:15:36,20.61,°C
4033,11,2025-04-07 18:15:36,1061.86,ppm
5733,16,2025-04-01 22:15:36,18.01,°C
2860,8,2025-04-04 21:15:36,18.28,°C
5047,14,2025-04-04 00:15:36,0.0,lux
101,1,2025-03-21 22:15:36,57.51,lux
703,2,2025-04-07 00:15:36,15.0,°C
6756,19,2025-03-25 19:15:36,282.21,lux
771,3,2025-03-13 16:15:36,77.63,%
5764,16,2025-04-03 05:15:36,19.26,°C
4138,12,2025-03-20 13:15:36,2000.0,ppm
5823,16,2025-04-05 16:15:36,26.66,°C
768,3,2025-03-13 07:15:36,75.4,%
4597,13,2025-03-31 14:15:36,82.94,%
4466,13,2025-03-15 13:15:36,78.54,%
389,2,2025-03-11 22:15:36,17.89,°C
354,1,2025-04-07 19:15:36,364.66,lux
5604,16,2025-03-19 19:15:36,24.59,°C
882,3,2025-03-27 13:15:36,84.09,%
2093,6,2025-04-03 14:15:36,35.0,°C
1074,3,2025-04-07 03:15:36,26.37,%
4625,13,2025-04-01 18:15:36,56.96,%
3987,11,2025-04-05 20:15:36,844.25,ppm
2059,6,2025-04-02 04:15:36,20.53,°C
5960,17,2025-03-18 07:15:36,33.25,°C
926,3,2025-03-31 23:15:36,20.0,%
99,1,2025-03-21 16:15:36,750.38,lux
1996,6,2025-03-28 19:15:36,24.81,°C
5893,17,2025-03-09 22:15:36,15.0,°C
6656,19,2025-03-13 07:15:36,743.76,lux
5597,16,2025-03-18 22:15:36,17.01,°C
1267,4,2025-03-29 16:15:36,29.67,°C
4098,12,2025-03-15 13:15:36,1856.37,ppm
5439,15,2025-04-05 00:15:36,15.51,°C
2659,8,2025-03-19 16:15:36,30.52,°C
5278,15,2025-03-25 01:15:36,15.0,°C
4856,14,2025-03-18 07:15:36,776.92,lux
6364,18,2025-03-22 19:15:36,49.08,%
1570,5,2025-03-21 13:15:36,1868.37,ppm
5847,16,2025-04-06 16:15:36,35.0,°C
3783,11,2025-03-22 04:15:36,716.59,ppm
