mereni_id,sensor_id,casova_znamka,hodnota,jednotka
59,1,2025-03-16 16:15:36,774.84,lux
60,1,2025-03-16 19:15:36,406.74,lux
61,1,2025-03-16 22:15:36,63.78,lux
62,1,2025-03-17 01:15:36,16.72,lux
63,1,2025-03-17 04:15:36,222.34,lux
64,1,2025-03-17 07:15:36,554.12,lux
65,1,2025-03-17 10:15:36,1000.0,lux
66,1,2025-03-17 13:15:36,1000.0,lux
67,1,2025-03-17 16:15:36,744.6,lux
68,1,2025-03-17 19:15:36,407.78,lux
69,1,2025-03-17 22:15:36,69.41,lux
70,1,2025-03-18 01:15:36,15.94,lux
71,1,2025-03-18 04:15:36,259.03,lux
72,1,2025-03-18 07:15:36,726.22,lux
73,1,2025-03-18 10:15:36,929.67,lux
74,1,2025-03-18 13:15:36,1000.0,lux
75,1,2025-03-18 16:15:36,553.52,lux
76,1,2025-03-18 19:15:36,401.05,lux
77,1,2025-03-18 22:15:36,67.57,lux
78,1,2025-03-19 01:15:36,16.53,lux
79,1,2025-03-19 04:15:36,252.29,lux
80,1,2025-03-19 07:15:36,504.31,lux
81,1,2025-03-19 10:15:36,912.52,lux
82,1,2025-03-19 13:15:36,1000.0,lux
83,1,2025-03-19 16:15:36,860.84,lux
84,1,2025-03-19 19:15:36,351.38,lux
85,1,2025-03-19 22:15:36,61.57,lux
86,1,2025-03-20 01:15:36,16.18,lux
87,1,2025-03-20 04:15:36,272.89,lux
88,1,2025-03-20 07:15:36,650.1,lux
89,1,2025-03-20 10:15:36,883.59,lux
90,1,2025-03-20 13:15:36,1000.0,lux
91,1,2025-03-20 16:15:36,757.28,lux
92,1,2025-03-20 19:15:36,406.49,lux
93,1,2025-03-20 22:15:36,62.28,lux
94,1,2025-03-21 01:15:36,16.48,lux
95,1,2025-03-21 04:15:36,240.2,lux
96,1,2025-03-21 07:15:36,537.29,lux
97,1,2025-03-21 10:15:36,960.64,lux
98,1,2025-03-21 13:15:36,1000.0,lux
99,1,2025-03-21 16:15:36,750.38,lux
100,1,2025-03-21 19:15:36,361.9,lux
101,1,2025-03-21 22:15:36,57.51,lux
102,1,2025-03-22 01:15:36,16.32,lux
103,1,2025-03-22 04:15:36,241.43,lux
104,1,2025-03-22 07:15:36,578.91,lux
105,1,2025-03-22 10:15:36,917.96,lux
106,1,2025-03-22 13:15:36,1000.0,lux
107,1,2025-03-22 16:15:36,891.46,lux
108,1,2025-03-22 19:15:36,377.06,lux
109,1,2025-03-22 22:15:36,68.71,lux
110,1,2025-03-23 01:15:36,16.91,lux
111,1,2025-03-23 04:15:36,202.03,lux
112,1,2025-03-23 07:15:36,627.74,lux
113,1,2025-03-23 10:15:36,938.63,lux
114,1,2025-03-23 13:15:36,1000.0,lux
115,1,2025-03-23 16:15:36,735.57,lux
116,1,2025-03-23 19:15:36,381.77,lux
117,1,2025-03-23 22:15:36,66.75,lux
118,1,2025-03-24 01:15:36,15.05,lux
119,1,2025-03-24 04:15:36,278.57,lux
120,1,2025-03-24 07:15:36,676.74,lux
121,1,2025-03-24 10:15:36,1000.0,lux
122,1,2025-03-24 13:15:36,893.57,lux
123,1,2025-03-24 16:15:36,855.21,lux
124,1,2025-03-24 19:15:36,318.64,lux
125,1,2025-03-24 22:15:36,70.92,lux
126,1,2025-03-25 01:15:36,20.77,lux
127,1,2025-03-25 04:15:36,225.24,lux
128,1,2025-03-25 07:15:36,593.77,lux
129,1,2025-03-25 10:15:36,942.31,lux
130,1,2025-03-25 13:15:36,933.47,lux
131,1,2025-03-25 16:15:36,633.7,lux
132,1,2025-03-25 19:15:36,373.13,lux
133,1,2025-03-25 22:15:36,59.87,lux
134,1,2025-03-26 01:15:36,17.84,lux
135,1,2025-03-26 04:15:36,227.01,lux
136,1,2025-03-26 07:15:36,726.96,lux
137,1,2025-03-26 10:15:36,859.93,lux
138,1,2025-03-26 13:15:36,951.31,lux
139,1,2025-03-26 16:15:36,811.01,lux
140,1,2025-03-26 19:15:36,324.98,lux
141,1,2025-03-26 22:15:36,68.51,lux
142,1,2025-03-27 01:15:36,19.26,lux
143,1,2025-03-27 04:15:36,209.81,lux
144,1,2025-03-27 07:15:36,641.03,lux
145,1,2025-03-27 10:15:36,957.26,lux
146,1,2025-03-27 13:15:36,1000.0,lux
147,1,2025-03-27 16:15:36,657.23,lux
148,1,2025-03-27 19:15:36,321.66,lux
149,1,2025-03-27 22:15:36,70.48,lux
150,1,2025-03-28 01:15:36,17.54,lux
151,1,2025-03-28 04:15:36,256.26,lux
152,1,2025-03-28 07:15:36,651.22,lux
153,1,2025-03-28 10:15:36,869.57,lux
154,1,2025-03-28 13:15:36,1000.0,lux
155,1,2025-03-28 16:15:36,771.98,lux
156,1,2025-03-28 19:15:36,344.12,lux
157,1,2025-03-28 22:15:36,79.49,lux
158,1,2025-03-29 01:15:36,17.84,lux
159,1,2025-03-29 04:15:36,220.22,lux
160,1,2025-03-29 07:15:36,670.73,lux
161,1,2025-03-29 10:15:36,842.07,lux
162,1,2025-03-29 13:15:36,1000.0,lux
163,1,2025-03-29 16:15:36,836.89,lux
164,1,2025-03-29 19:15:36,340.18,lux
165,1,2025-03-29 22:15:36,73.44,lux
166,1,2025-03-30 01:15:36,17.74,lux
167,1,2025-03-30 04:15:36,270.55,lux
168,1,2025-03-30 07:15:36,748.8,lux
169,1,2025-03-30 10:15:36,910.12,lux
170,1,2025-03-30 13:15:36,908.87,lux
171,1,2025-03-30 16:15:36,683.29,lux
172,1,2025-03-30 19:15:36,340.36,lux
173,1,2025-03-30 22:15:36,66.47,lux
174,1,2025-03-31 01:15:36,17.62,lux
175,1,2025-03-31 04:15:36,256.92,lux
176,1,2025-03-31 07:15:36,681.47,lux
177,1,2025-03-31 10:15:36,934.23,lux
178,1,2025-03-31 11:15:36,1000.0,lux
179,1,2025-03-31 12:15:36,973.53,lux
180,1,2025-03-31 13:15:36,1000.0,lux
181,1,2025-03-31 14:15:36,991.39,lux
182,1,2025-03-31 15:15:36,780.39,lux
183,1,2025-03-31 16:15:36,669.68,lux
184,1,2025-03-31 17:15:36,659.78,lux
185,1,2025-03-31 18:15:36,488.83,lux
186,1,2025-03-31 19:15:36,397.05,lux
187,1,2025-03-31 20:15:36,261.83,lux
188,1,2025-03-31 21:15:36,145.38,lux
189,1,2025-03-31 22:15:36,61.31,lux
190,1,2025-03-31 23:15:36,14.46,lux
191,1,2025-04-01 00:15:36,0.0,lux
192,1,2025-04-01 01:15:36,18.5,lux
193,1,2025-04-01 02:15:36,68.42,lux
194,1,2025-04-01 03:15:36,128.2,lux
195,1,2025-04-01 04:15:36,254.33,lux
196,1,2025-04-01 05:15:36,384.87,lux
197,1,2025-04-01 06:15:36,455.81,lux
198,1,2025-04-01 07:15:36,639.09,lux
199,1,2025-04-01 08:15:36,754.37,lux
200,1,2025-04-01 09:15:36,755.99,lux
201,1,2025-04-01 10:15:36,966.39,lux
202,1,2025-04-01 11:15:36,1000.0,lux
203,1,2025-04-01 12:15:36,1000.0,lux
204,1,2025-04-01 13:15:36,1000.0,lux
205,1,2025-04-01 14:15:36,804.47,lux
206,1,2025-04-01 15:15:36,773.51,lux
207,1,2025-04-01 16:15:36,788.63,lux
208,1,2025-04-01 17:15:36,661.75,lux
209,1,2025-04-01 18:15:36,525.75,lux
210,1,2025-04-01 19:15:36,513.37,lux
211,1,2025-04-01 20:15:36,264.27,lux
212,1,2025-04-01 21:15:36,163.08,lux
213,1,2025-04-01 22:15:36,73.38,lux
214,1,2025-04-01 23:15:36,18.15,lux
215,1,2025-04-02 00:15:36,0.0,lux
216,1,2025-04-02 01:15:36,18.33,lux
217,1,2025-04-02 02:15:36,61.81,lux
218,1,2025-04-02 03:15:36,142.98,lux
219,1,2025-04-02 04:15:36,237.87,lux
220,1,2025-04-02 05:15:36,373.62,lux
221,1,2025-04-02 06:15:36,615.73,lux
222,1,2025-04-02 07:15:36,511.88,lux
223,1,2025-04-02 08:15:36,801.47,lux
224,1,2025-04-02 09:15:36,715.9,lux
225,1,2025-04-02 10:15:36,888.98,lux
226,1,2025-04-02 11:15:36,1000.0,lux
227,1,2025-04-02 12:15:36,1000.0,lux
228,1,2025-04-02 13:15:36,877.02,lux
229,1,2025-04-02 14:15:36,866.27,lux
230,1,2025-04-02 15:15:36,911.56,lux
231,1,2025-04-02 16:15:36,695.22,lux
232,1,2025-04-02 17:15:36,643.03,lux
233,1,2025-04-02 18:15:36,502.28,lux
234,1,2025-04-02 19:15:36,346.44,lux
235,1,2025-04-02 20:15:36,303.6,lux
236,1,2025-04-02 21:15:36,155.73,lux
237,1,2025-04-02 22:15:36,53.42,lux
238,1,2025-04-02 23:15:36,17.35,lux
239,1,2025-04-03 00:15:36,0.0,lux
240,1,2025-04-03 01:15:36,18.49,lux
241,1,2025-04-03 02:15:36,61.68,lux
242,1,2025-04-03 03:15:36,144.77,lux
243,1,2025-04-03 04:15:36,262.62,lux
244,1,2025-04-03 05:15:36,402.67,lux
245,1,2025-04-03 06:15:36,439.99,lux
246,1,2025-04-03 07:15:36,608.36,lux
247,1,2025-04-03 08:15:36,714.38,lux
248,1,2025-04-03 09:15:36,797.79,lux
249,1,2025-04-03 10:15:36,1000.0,lux
250,1,2025-04-03 11:15:36,1000.0,lux
251,1,2025-04-03 12:15:36,873.91,lux
252,1,2025-04-03 13:15:36,1000.0,lux
253,1,2025-04-03 14:15:36,1000.0,lux
254,1,2025-04-03 15:15:36,941.68,lux
255,1,2025-04-03 16:15:36,636.05,lux
256,1,2025-04-03 17:15:36,598.93,lux
257,1,2025-04-03 18:15:36,563.35,lux
258,1,2025-04-03 19:15:36,344.36,lux
259,1,2025-04-03 20:15:36,261.1,lux
260,1,2025-04-03 21:15:36,157.79,lux
261,1,2025-04-03 22:15:36,60.78,lux
262,1,2025-04-03 23:15:36,16.94,lux
263,1,2025-04-04 00:15:36,0.0,lux
264,1,2025-04-04 01:15:36,15.29,lux
265,1,2025-04-04 02:15:36,65.3,lux
266,1,2025-04-04 03:15:36,128.17,lux
267,1,2025-04-04 04:15:36,290.81,lux
268,1,2025-04-04 05:15:36,317.59,lux
269,1,2025-04-04 06:15:36,478.0,lux
270,1,2025-04-04 07:15:36,637.64,lux
271,1,2025-04-04 08:15:36,858.1,lux
272,1,2025-04-04 09:15:36,730.99,lux
273,1,2025-04-04 10:15:36,1000.0,lux
274,1,2025-04-04 11:15:36,983.97,lux
275,1,2025-04-04 12:15:36,901.85,lux
276,1,2025-04-04 13:15:36,1000.0,lux
277,1,2025-04-04 14:15:36,951.59,lux
278,1,2025-04-04 15:15:36,802.32,lux
279,1,2025-04-04 16:15:36,755.24,lux
280,1,2025-04-04 17:15:36,605.16,lux
281,1,2025-04-04 18:15:36,505.68,lux
282,1,2025-04-04 19:15:36,395.13,lux
283,1,2025-04-04 20:15:36,289.65,lux
284,1,2025-04-04 21:15:36,128.32,lux
285,1,2025-04-04 22:15:36,81.28,lux
286,1,2025-04-04 23:15:36,13.71,lux
287,1,2025-04-05 00:15:36,0.0,lux
288,1,2025-04-05 01:15:36,18.04,lux
289,1,2025-04-05 02:15:36,68.87,lux
290,1,2025-04-05 03:15:36,137.33,lux
291,1,2025-04-05 04:15:36,244.8,lux
292,1,2025-04-05 05:15:36,352.32,lux
293,1,2025-04-05 06:15:36,470.53,lux
294,1,2025-04-05 07:15:36,682.88,lux
295,1,2025-04-05 08:15:36,776.78,lux
296,1,2025-04-05 09:15:36,794.41,lux
297,1,2025-04-05 10:15:36,1000.0,lux
298,1,2025-04-05 11:15:36,1000.0,lux
299,1,2025-04-05 12:15:36,1000.0,lux
300,1,2025-04-05 13:15:36,1000.0,lux
301,1,2025-04-05 14:15:36,855.67,lux
302,1,2025-04-05 15:15:36,805.74,lux
303,1,2025-04-05 16:15:36,806.05,lux
304,1,2025-04-05 17:15:36,667.83,lux
305,1,2025-04-05 18:15:36,498.95,lux
306,1,2025-04-05 19:15:36,374.94,lux
307,1,2025-04-05 20:15:36,281.94,lux
308,1,2025-04-05 21:15:36,137.78,lux
309,1,2025-04-05 22:15:36,70.65,lux
310,1,2025-04-05 23:15:36,16.69,lux
311,1,2025-04-06 00:15:36,0.0,lux
312,1,2025-04-06 01:15:36,18.91,lux
313,1,2025-04-06 02:15:36,72.52,lux
314,1,2025-04-06 03:15:36,158.36,lux
315,1,2025-04-06 04:15:36,282.64,lux
316,1,2025-04-06 05:15:36,371.37,lux
317,1,2025-04-06 06:15:36,534.1,lux
318,1,2025-04-06 07:15:36,609.88,lux
319,1,2025-04-06 08:15:36,774.31,lux
320,1,2025-04-06 09:15:36,842.44,lux
321,1,2025-04-06 10:15:36,942.06,lux
322,1,2025-04-06 11:15:36,1000.0,lux
323,1,2025-04-06 12:15:36,918.18,lux
324,1,2025-04-06 13:15:36,1000.0,lux
325,1,2025-04-06 14:15:36,839.15,lux
326,1,2025-04-06 15:15:36,749.92,lux
327,1,2025-04-06 16:15:36,836.86,lux
328,1,2025-04-06 17:15:36,679.24,lux
329,1,2025-04-06 18:15:36,531.21,lux
330,1,2025-04-06 19:15:36,393.88,lux
331,1,2025-04-06 20:15:36,249.69,lux
332,1,2025-04-06 21:15:36,133.31,lux
333,1,2025-04-06 22:15:36,67.5,lux
334,1,2025-04-06 23:15:36,15.88,lux
335,1,2025-04-07 00:15:36,0.0,lux
336,1,2025-04-07 01:15:36,16.79,lux
337,1,2025-04-07 02:15:36,61.46,lux
338,1,2025-04-07 03:15:36,141.74,lux
339,1,2025-04-07 04:15:36,260.32,lux
340,1,2025-04-07 05:15:36,349.7,lux
341,1,2025-04-07 06:15:36,458.89,lux
342,1,2025-04-07 07:15:36,644.75,lux
343,1,2025-04-07 08:15:36,768.37,lux
344,1,2025-04-07 09:15:36,810.28,lux
345,1,2025-04-07 10:15:36,889.06,lux
346,1,2025-04-07 11:15:36,1000.0,lux
347,1,2025-04-07 12:15:36,855.19,lux
348,1,2025-04-07 13:15:36,844.61,lux
349,1,2025-04-07 14:15:36,865.98,lux
350,1,2025-04-07 15:15:36,835.33,lux
351,1,2025-04-07 16:15:36,773.32,lux
352,1,2025-04-07 17:15:36,722.27,lux
353,1,2025-04-07 18:15:36,542.88,lux
354,1,2025-04-07 19:15:36,364.66,lux
355,1,2025-04-07 20:15:36,249.52,lux
356,1,2025-04-07 21:15:36,131.76,lux
357,1,2025-04-07 22:15:36,66.86,lux
358,1,2025-04-07 23:15:36,16.55,lux
359,1,2025-04-08 00:15:36,0.0,lux
360,1,2025-04-08 01:15:36,15.63,lux
361,1,2025-04-08 02:15:36,70.47,lux
362,1,2025-04-08 03:15:36,168.89,lux
363,1,2025-04-08 04:15:36,247.28,lux
364,1,2025-04-08 05:15:36,385.48,lux
365,1,2025-04-08 06:15:36,534.51,lux
366,1,2025-04-08 07:15:36,604.16,lux
367,1,2025-04-08 08:15:36,766.81,lux
368,1,2025-04-08 09:15:36,854.63,lux
369,2,2025-03-09 10:15:36,33.99,°C
370,2,2025-03-09 13:15:36,31.98,°C
371,2,2025-03-09 16:15:36,30.07,°C
372,2,2025-03-09 19:15:36,23.53,°C
373,2,2025-03-09 22:15:36,18.71,°C
374,2,2025-03-10 01:15:36,16.81,°C
375,2,2025-03-10 04:15:36,24.31,°C
376,2,2025-03-10 07:15:36,25.47,°C
377,2,2025-03-10 10:15:36,35.0,°C
378,2,2025-03-10 13:15:36,35.0,°C
379,2,2025-03-10 16:15:36,35.0,°C
380,2,2025-03-10 19:15:36,20.6,°C
381,2,2025-03-10 22:15:36,15.0,°C
382,2,2025-03-11 01:15:36,15.0,°C
383,2,2025-03-11 04:15:36,15.75,°C
384,2,2025-03-11 07:15:36,26.14,°C
385,2,2025-03-11 10:15:36,31.1,°C
386,2,2025-03-11 13:15:36,35.0,°C
387,2,2025-03-11 16:15:36,31.03,°C
388,2,2025-03-11 19:15:36,26.62,°C
389,2,2025-03-11 22:15:36,17.89,°C
390,2,2025-03-12 01:15:36,15.0,°C
391,2,2025-03-12 04:15:36,18.2,°C
392,2,2025-03-12 07:15:36,28.95,°C
393,2,2025-03-12 10:15:36,29.22,°C
394,2,2025-03-12 13:15:36,35.0,°C
395,2,2025-03-12 16:15:36,33.54,°C
396,2,2025-03-12 19:15:36,21.36,°C
397,2,2025-03-12 22:15:36,15.0,°C
398,2,2025-03-13 01:15:36,17.42,°C
399,2,2025-03-13 04:15:36,19.77,°C
400,2,2025-03-13 07:15:36,31.0,°C
401,2,2025-03-13 10:15:36,28.29,°C
402,2,2025-03-13 13:15:36,32.58,°C
403,2,2025-03-13 16:15:36,30.02,°C
404,2,2025-03-13 19:15:36,22.52,°C
405,2,2025-03-13 22:15:36,15.6,°C
406,2,2025-03-14 01:15:36,16.3,°C
407,2,2025-03-14 04:15:36,17.86,°C
408,2,2025-03-14 07:15:36,27.2,°C
409,2,2025-03-14 10:15:36,34.07,°C
410,2,2025-03-14 13:15:36,35.0,°C
411,2,2025-03-14 16:15:36,32.13,°C
412,2,2025-03-14 19:15:36,19.89,°C
413,2,2025-03-14 22:15:36,15.0,°C
414,2,2025-03-15 01:15:36,17.3,°C
415,2,2025-03-15 04:15:36,20.66,°C
416,2,2025-03-15 07:15:36,25.52,°C
417,2,2025-03-15 10:15:36,35.0,°C
418,2,2025-03-15 13:15:36,35.0,°C
419,2,2025-03-15 16:15:36,33.54,°C
420,2,2025-03-15 19:15:36,22.56,°C
421,2,2025-03-15 22:15:36,19.71,°C
422,2,2025-03-16 01:15:36,18.03,°C
423,2,2025-03-16 04:15:36,19.5,°C
424,2,2025-03-16 07:15:36,30.27,°C
425,2,2025-03-16 10:15:36,35.0,°C
426,2,2025-03-16 13:15:36,35.0,°C
427,2,2025-03-16 16:15:36,27.11,°C
428,2,2025-03-16 19:15:36,23.95,°C
429,2,2025-03-16 22:15:36,18.07,°C
430,2,2025-03-17 01:15:36,15.0,°C
431,2,2025-03-17 04:15:36,17.63,°C
432,2,2025-03-17 07:15:36,21.96,°C
433,2,2025-03-17 10:15:36,32.75,°C
434,2,2025-03-17 13:15:36,35.0,°C
435,2,2025-03-17 16:15:36,34.51,°C
436,2,2025-03-17 19:15:36,22.58,°C
437,2,2025-03-17 22:15:36,19.0,°C
438,2,2025-03-18 01:15:36,15.0,°C
439,2,2025-03-18 04:15:36,16.59,°C
440,2,2025-03-18 07:15:36,27.43,°C
441,2,2025-03-18 10:15:36,34.95,°C
442,2,2025-03-18 13:15:36,34.55,°C
443,2,2025-03-18 16:15:36,23.8,°C
444,2,2025-03-18 19:15:36,22.21,°C
445,2,2025-03-18 22:15:36,15.0,°C
446,2,2025-03-19 01:15:36,16.37,°C
447,2,2025-03-19 04:15:36,20.73,°C
448,2,2025-03-19 07:15:36,25.0,°C
449,2,2025-03-19 10:15:36,31.93,°C
450,2,2025-03-19 13:15:36,30.99,°C
451,2,2025-03-19 16:15:36,29.81,°C
452,2,2025-03-19 19:15:36,24.55,°C
453,2,2025-03-19 22:15:36,15.0,°C
454,2,2025-03-20 01:15:36,16.11,°C
455,2,2025-03-20 04:15:36,18.94,°C
456,2,2025-03-20 07:15:36,25.4,°C
457,2,2025-03-20 10:15:36,33.3,°C
458,2,2025-03-20 13:15:36,31.07,°C
459,2,2025-03-20 16:15:36,28.34,°C
460,2,2025-03-20 19:15:36,19.73,°C
461,2,2025-03-20 22:15:36,19.55,°C
462,2,2025-03-21 01:15:36,15.39,°C
463,2,2025-03-21 04:15:36,18.6,°C
464,2,2025-03-21 07:15:36,28.18,°C
465,2,2025-03-21 10:15:36,33.28,°C
466,2,2025-03-21 13:15:36,33.89,°C
467,2,2025-03-21 16:15:36,31.84,°C
468,2,2025-03-21 19:15:36,24.11,°C
469,2,2025-03-21 22:15:36,15.47,°C
470,2,2025-03-22 01:15:36,15.0,°C
471,2,2025-03-22 04:15:36,19.45,°C
472,2,2025-03-22 07:15:36,21.24,°C
473,2,2025-03-22 10:15:36,28.56,°C
474,2,2025-03-22 13:15:36,35.0,°C
475,2,2025-03-22 16:15:36,34.93,°C
476,2,2025-03-22 19:15:36,21.85,°C
477,2,2025-03-22 22:15:36,17.28,°C
478,2,2025-03-23 01:15:36,15.82,°C
479,2,2025-03-23 04:15:36,26.16,°C
480,2,2025-03-23 07:15:36,30.68,°C
481,2,2025-03-23 10:15:36,33.23,°C
482,2,2025-03-23 13:15:36,31.35,°C
483,2,2025-03-23 16:15:36,25.18,°C
484,2,2025-03-23 19:15:36,22.87,°C
485,2,2025-03-23 22:15:36,15.1,°C
486,2,2025-03-24 01:15:36,15.0,°C
487,2,2025-03-24 04:15:36,18.71,°C
488,2,2025-03-24 07:15:36,24.6,°C
489,2,2025-03-24 10:15:36,35.0,°C
490,2,2025-03-24 13:15:36,35.0,°C
491,2,2025-03-24 16:15:36,29.98,°C
492,2,2025-03-24 19:15:36,25.73,°C
493,2,2025-03-24 22:15:36,16.47,°C
494,2,2025-03-25 01:15:36,15.0,°C
495,2,2025-03-25 04:15:36,23.05,°C
496,2,2025-03-25 07:15:36,29.07,°C
497,2,2025-03-25 10:15:36,30.17,°C
498,2,2025-03-25 13:15:36,34.0,°C
499,2,2025-03-25 16:15:36,27.37,°C
500,2,2025-03-25 19:15:36,19.31,°C
501,2,2025-03-25 22:15:36,17.85,°C
502,2,2025-03-26 01:15:36,18.27,°C
503,2,2025-03-26 04:15:36,17.2,°C
504,2,2025-03-26 07:15:36,29.14,°C
505,2,2025-03-26 10:15:36,31.47,°C
506,2,2025-03-26 13:15:36,32.97,°C
507,2,2025-03-26 16:15:36,28.22,°C
508,2,2025-03-26 19:15:36,20.48,°C
509,2,2025-03-26 22:15:36,16.42,°C
510,2,2025-03-27 01:15:36,15.0,°C
511,2,2025-03-27 04:15:36,20.54,°C
512,2,2025-03-27 07:15:36,27.45,°C
513,2,2025-03-27 10:15:36,32.86,°C
514,2,2025-03-27 13:15:36,31.51,°C
515,2,2025-03-27 16:15:36,28.27,°C
516,2,2025-03-27 19:15:36,24.1,°C
517,2,2025-03-27 22:15:36,17.16,°C
518,2,2025-03-28 01:15:36,15.0,°C
519,2,2025-03-28 04:15:36,20.2,°C
520,2,2025-03-28 07:15:36,29.66,°C
521,2,2025-03-28 10:15:36,28.04,°C
522,2,2025-03-28 13:15:36,35.0,°C
523,2,2025-03-28 16:15:36,28.01,°C
524,2,2025-03-28 19:15:36,23.69,°C
525,2,2025-03-28 22:15:36,15.09,°C
526,2,2025-03-29 01:15:36,15.0,°C
527,2,2025-03-29 04:15:36,16.74,°C
528,2,2025-03-29 07:15:36,27.72,°C
529,2,2025-03-29 10:15:36,34.53,°C
530,2,2025-03-29 13:15:36,31.52,°C
531,2,2025-03-29 16:15:36,31.92,°C
532,2,2025-03-29 19:15:36,18.69,°C
533,2,2025-03-29 22:15:36,16.23,°C
534,2,2025-03-30 01:15:36,15.0,°C
535,2,2025-03-30 04:15:36,18.7,°C
536,2,2025-03-30 07:15:36,27.72,°C
537,2,2025-03-30 10:15:36,30.76,°C
538,2,2025-03-30 13:15:36,33.33,°C
539,2,2025-03-30 16:15:36,33.02,°C
540,2,2025-03-30 19:15:36,21.12,°C
541,2,2025-03-30 22:15:36,17.71,°C
542,2,2025-03-31 01:15:36,15.0,°C
543,2,2025-03-31 04:15:36,21.06,°C
544,2,2025-03-31 07:15:36,31.57,°C
545,2,2025-03-31 10:15:36,25.34,°C
546,2,2025-03-31 11:15:36,31.9,°C
547,2,2025-03-31 12:15:36,35.0,°C
548,2,2025-03-31 13:15:36,33.96,°C
549,2,2025-03-31 14:15:36,34.91,°C
550,2,2025-03-31 15:15:36,30.13,°C
551,2,2025-03-31 16:15:36,30.26,°C
552,2,2025-03-31 17:15:36,27.16,°C
553,2,2025-03-31 18:15:36,27.92,°C
554,2,2025-03-31 19:15:36,22.98,°C
555,2,2025-03-31 20:15:36,20.68,°C
556,2,2025-03-31 21:15:36,17.19,°C
557,2,2025-03-31 22:15:36,15.54,°C
558,2,2025-03-31 23:15:36,15.0,°C
559,2,2025-04-01 00:15:36,15.59,°C
560,2,2025-04-01 01:15:36,15.0,°C
561,2,2025-04-01 02:15:36,16.81,°C
562,2,2025-04-01 03:15:36,21.65,°C
563,2,2025-04-01 04:15:36,21.74,°C
564,2,2025-04-01 05:15:36,21.68,°C
565,2,2025-04-01 06:15:36,28.0,°C
566,2,2025-04-01 07:15:36,26.46,°C
567,2,2025-04-01 08:15:36,23.89,°C
568,2,2025-04-01 09:15:36,28.84,°C
569,2,2025-04-01 10:15:36,27.36,°C
570,2,2025-04-01 11:15:36,33.44,°C
571,2,2025-04-01 12:15:36,35.0,°C
572,2,2025-04-01 13:15:36,35.0,°C
573,2,2025-04-01 14:15:36,34.76,°C
574,2,2025-04-01 15:15:36,31.37,°C
575,2,2025-04-01 16:15:36,32.49,°C
576,2,2025-04-01 17:15:36,21.49,°C
577,2,2025-04-01 18:15:36,25.59,°C
578,2,2025-04-01 19:15:36,24.14,°C
579,2,2025-04-01 20:15:36,17.04,°C
